doc_id,stock_code,stock_name,report_year,has_cash_dividend,cash_dividend_per_10_shares,parent_net_profit_cny,operating_cash_flow_cny,ocf_to_profit_ratio,dividend_pressure_score,profit_pressure_score,cashflow_pressure_score,liquidity_term_hits,liquidity_weighted_hits,liquidity_risk_score,liquidity_risk_quantile,legacy_liquidity_risk_label,base_attention_score,cross_year_pressure_score,cross_year_pressure_level,cross_year_reason,attention_score,attention_level,review_reason
1216492720,600658,电子城,2022,True,0.53,591864971.51,-713342966.07,,10.6,10.0,100.0,9,19.5,22.03,medium,medium,35.69,75.0,high,cross-year base attention score rises; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow,50.69,monitor,cash dividend while operating cash flow is weak or negative; cross-year base attention score rises; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
1219910873,600658,电子城,2023,False,0.0,-177281513.09,12125999.74,0.0684,0.0,100.0,70.0,13,27.0,30.51,high,medium,45.13,37.5,low,cross-year base attention score jumps; profit turns or remains negative,52.63,monitor,net profit is negative; cross-year base attention score jumps; profit turns or remains negative
1223318757,600658,电子城,2024,False,0.0,-1579731673.8,-603667448.56,,0.0,100.0,100.0,12,25.0,28.25,high,medium,52.06,37.5,low,cross-year base attention score jumps; profit turns or remains negative,59.56,watch,net profit is negative; cross-year base attention score jumps; profit turns or remains negative
1209488661,600663,陆家嘴,2020,True,4.98,4011930172.77,-702444458.31,,99.6,10.0,100.0,0,0.0,0.0,none,none,56.88,0.0,none,,56.88,watch,cash dividend while operating cash flow is weak or negative
1212740393,600663,陆家嘴,2021,True,5.35,4310873801.84,3714767531.66,0.8617,100.0,10.0,10.0,0,0.0,0.0,none,none,34.5,0.0,none,,34.5,routine,routine review
1216273292,600663,陆家嘴,2022,True,1.35,1084739736.76,-539026302.25,,27.0,10.0,100.0,1,2.0,2.26,low,low,35.66,55.0,medium,current-year dividend with negative operating cash flow; profit declines while dividend remains,46.66,monitor,cash dividend while operating cash flow is weak or negative; current-year dividend with negative operating cash flow; profit declines while dividend remains
1222823303,600663,陆家嘴,2023,True,1.14,1093441682.63,11380550776.89,10.408,22.8,10.0,10.0,1,2.0,2.26,low,low,11.9,15.0,low,profit declines while dividend remains,14.9,routine,profit declines while dividend remains
1223218010,600663,陆家嘴,2024,True,0.6288,1508475025.93,1315850338.84,0.8723,12.58,10.0,10.0,1,2.0,2.26,low,low,8.84,15.0,low,profit declines while dividend remains,11.84,routine,profit declines while dividend remains
1209833820,600665,天地源,2020,True,623.19,328775116.22,3876529048.96,11.7908,100.0,35.0,10.0,7,14.0,15.82,medium,low,43.45,0.0,none,,43.45,monitor,routine review
1212854184,600665,天地源,2021,True,50.25,376806218.33,669379333.63,1.7765,100.0,35.0,10.0,5,10.0,11.3,low,low,42.32,0.0,none,,42.32,monitor,routine review
1216094888,600665,天地源,2022,True,580.0,342665522.52,1395278589.93,4.0718,100.0,35.0,10.0,5,10.0,11.3,low,medium,42.32,30.0,low,profit declines while dividend remains,48.32,monitor,profit declines while dividend remains
1219907193,600665,天地源,2023,,,-390388594.01,1021864607.65,2.6176,15.0,100.0,10.0,5,10.0,11.3,medium,low,29.82,30.0,low,profit turns or remains negative,35.82,monitor,net profit is negative; profit turns or remains negative; dividend field is missing
1223426241,600665,天地源,2024,,,-1019943835.99,-869737812.77,,15.0,100.0,100.0,6,12.5,14.12,medium,low,53.03,60.0,medium,cross-year base attention score jumps; profit turns or remains negative,65.03,watch,net profit is negative; cross-year base attention score jumps; profit turns or remains negative; dividend field is missing
1212671221,600675,中华企业,2021,True,0.53,805278958.78,2870195777.31,3.5642,10.6,10.0,10.0,4,8.0,9.04,low,low,9.94,0.0,none,,9.94,routine,routine review
1216259939,600675,中华企业,2022,True,0.02,23054529.61,-1456241244.26,,0.4,60.0,100.0,4,8.0,9.04,low,low,39.38,85.0,high,cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains,56.38,watch,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains
1219650634,600675,中华企业,2023,True,0.28,555159988.34,-106422876.62,,5.6,10.0,100.0,4,8.0,9.04,low,low,30.94,56.25,medium,cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains,42.19,monitor,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains
1223113350,600675,中华企业,2024,False,0.0,-316761789.88,2352948628.02,7.4281,0.0,100.0,10.0,4,8.0,9.04,low,low,24.76,30.0,low,profit turns or remains negative,30.76,routine,net profit is negative; profit turns or remains negative
1209681108,600683,京投发展,2020,True,2.5,496928273.83,9869146502.01,19.8603,50.0,35.0,10.0,23,46.5,52.54,high,medium,37.64,0.0,none,,37.64,monitor,routine review
1212897448,600683,京投发展,2021,True,1.3,328623564.48,7538629978.76,22.94,26.0,35.0,10.0,21,43.0,48.59,high,low,29.45,30.0,low,profit declines while dividend remains,35.45,monitor,profit declines while dividend remains
1216235519,600683,京投发展,2022,,,202194286.9,-8353843414.61,,15.0,35.0,100.0,21,43.0,48.59,high,low,48.65,25.0,low,cross-year base attention score rises,53.65,monitor,cross-year base attention score rises; dividend field is missing
1219493208,600683,京投发展,2023,,,-659234610.5,-4325766372.9,,15.0,100.0,100.0,21,43.0,48.59,high,low,61.65,45.0,medium,cross-year base attention score rises; profit turns or remains negative,70.65,watch,net profit is negative; cross-year base attention score rises; profit turns or remains negative; dividend field is missing
1222992709,600683,京投发展,2024,,,-1054631546.7,-6211162548.97,,15.0,100.0,100.0,21,43.0,48.59,high,low,61.65,37.5,low,cross-year base attention score jumps; profit turns or remains negative,69.15,watch,net profit is negative; cross-year base attention score jumps; profit turns or remains negative; dividend field is missing
1209879258,600736,苏州高新,2020,True,0.4,302056586.61,4205544628.93,13.923,8.0,35.0,10.0,4,8.0,9.04,low,low,14.16,0.0,none,,14.16,routine,routine review
1213108822,600736,苏州高新,2021,True,0.7,405460956.33,-2547476012.67,,14.0,35.0,100.0,4,8.0,9.04,low,low,38.46,90.0,high,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow,56.46,watch,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
1216705586,600736,苏州高新,2022,True,0.47,309735470.0,-46795719.0,,9.4,35.0,100.0,5,10.5,11.86,medium,low,37.79,60.0,medium,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow,49.79,monitor,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
1219876783,600736,苏州高新,2023,True,0.27,20207117.0,-1516174.0,,5.4,60.0,100.0,4,8.0,9.04,low,low,40.88,56.25,medium,cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains,52.13,monitor,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains
1223317086,600736,苏州高新,2024,True,0.18,130615002.7,-209998266.0,,3.6,35.0,100.0,5,10.5,11.86,medium,low,36.05,56.25,medium,cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains,47.3,monitor,cash dividend while operating cash flow is weak or negative; cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains
1209711003,600743,华远地产,2020,True,0.6,414062600.0,6314489399.999999,15.2501,12.0,35.0,10.0,7,14.0,15.82,medium,low,17.05,0.0,none,,17.05,routine,routine review
1212974730,600743,华远地产,2021,,,-669456900.0,7347263400.0,10.975,15.0,100.0,10.0,9,17.5,19.77,medium,low,31.94,45.0,medium,cross-year base attention score rises; profit turns or remains negative,40.94,monitor,net profit is negative; cross-year base attention score rises; profit turns or remains negative; dividend field is missing
1216663767,600743,华远地产,2022,,,-3821710800.0,1806242600.0,0.4726,15.0,100.0,40.0,9,17.5,19.77,medium,low,39.44,37.5,low,cross-year base attention score jumps; profit turns or remains negative,46.94,monitor,net profit is negative; cross-year base attention score jumps; profit turns or remains negative; dividend field is missing
1219854998,600743,华远地产,2023,,,-1536747900.0,75068200.0,0.0488,15.0,100.0,70.0,7,14.0,15.82,medium,low,45.95,37.5,low,cross-year base attention score jumps; profit turns or remains negative,53.45,monitor,net profit is negative; cross-year base attention score jumps; profit turns or remains negative; dividend field is missing
1223414289,600743,华远地产,2024,,,-1406845100.0,-1918605400.0,,15.0,100.0,100.0,6,13.0,14.69,medium,low,53.17,37.5,low,cross-year base attention score jumps; profit turns or remains negative,60.67,watch,net profit is negative; cross-year base attention score jumps; profit turns or remains negative; dividend field is missing
1209681921,600848,上海临港,2020,True,3.0,1414369164.67,-853172395.46,,60.0,10.0,100.0,6,12.0,13.56,medium,low,48.39,0.0,none,,48.39,monitor,cash dividend while operating cash flow is weak or negative
1213176301,600848,上海临港,2021,True,3.0,1535216162.03,108266150.25,0.0705,60.0,10.0,70.0,6,12.0,13.56,medium,low,40.89,0.0,none,,40.89,monitor,cash dividend while operating cash flow is weak or negative
1216402918,600848,上海临港,2022,True,2.0,1008869881.55,630029381.12,0.6245,40.0,10.0,40.0,6,12.0,13.56,medium,low,27.39,30.0,low,profit declines while dividend remains,33.39,routine,profit declines while dividend remains
1219596576,600848,上海临港,2023,True,2.0,1060637822.65,-5556624006.2,,40.0,10.0,100.0,5,10.0,11.3,medium,low,41.82,50.0,medium,cross-year base attention score rises; current-year dividend with negative operating cash flow,51.82,monitor,cash dividend while operating cash flow is weak or negative; cross-year base attention score rises; current-year dividend with negative operating cash flow
1223073233,600848,上海临港,2024,True,2.0,1096574933.08,-4557187201.22,,40.0,10.0,100.0,5,10.0,11.3,medium,low,41.82,35.0,low,current-year dividend with negative operating cash flow,48.82,monitor,cash dividend while operating cash flow is weak or negative; current-year dividend with negative operating cash flow
1213263785,600895,张江高科,2021,True,1.5,740622112.01,-427946016.41,,30.0,10.0,100.0,5,10.0,11.3,medium,low,38.82,0.0,none,,38.82,monitor,cash dividend while operating cash flow is weak or negative
1216411318,600895,张江高科,2022,True,1.6,822216239.79,-455738528.54,,32.0,10.0,100.0,5,10.0,11.3,medium,low,39.42,60.0,medium,dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow,51.42,monitor,cash dividend while operating cash flow is weak or negative; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
1219463872,600895,张江高科,2023,True,1.9,947899545.53,-2785411690.76,,38.0,10.0,100.0,6,12.5,14.12,medium,low,41.93,60.0,medium,dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow,53.93,monitor,cash dividend while operating cash flow is weak or negative; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
1222946501,600895,张江高科,2024,True,1.48,982421581.11,-2401101827.62,,29.6,10.0,100.0,5,10.0,11.3,medium,low,38.7,35.0,low,current-year dividend with negative operating cash flow,45.7,monitor,cash dividend while operating cash flow is weak or negative; current-year dividend with negative operating cash flow
1209464414,601155,新城控股,2020,True,20.5,15255799066.0,381868333.0,0.025,100.0,10.0,70.0,6,12.0,13.56,medium,low,52.89,0.0,none,,52.89,monitor,cash dividend while operating cash flow is weak or negative
1212753271,601155,新城控股,2021,False,0.0,12598086046.0,21984850398.0,1.7451,0.0,10.0,10.0,6,12.0,13.56,medium,low,7.89,0.0,none,,7.89,routine,routine review
1216298501,601155,新城控股,2022,False,0.0,1393833529.0,14534774255.0,10.4279,0.0,10.0,10.0,6,12.0,13.56,medium,low,7.89,0.0,none,,7.89,routine,routine review
1219446608,601155,新城控股,2023,False,0.0,737102713.0,10157788553.0,13.7807,0.0,10.0,10.0,9,19.5,22.03,medium,medium,10.01,0.0,none,,10.01,routine,routine review
1224697369,601155,新城控股,2024,False,0.0,752392833.0,1512361320.0,2.0101,0.0,10.0,10.0,7,14.5,16.38,medium,medium,8.6,0.0,none,,8.6,routine,routine review
